day_of_week,hour,casual,registered,measurement_type,value
Monday,11,6.0,82.0,count,88
Monday,12,10.0,93.0,count,103
Monday,13,3.0,77.0,count,80
Monday,14,5.0,45.0,count,50
Monday,15,5.0,64.0,count,69
Monday,16,3.0,46.0,count,49
Monday,17,5.0,147.0,count,152
Monday,18,6.0,158.0,count,164
Monday,19,3.0,187.0,count,190
Monday,20,5.0,127.0,count,132
Monday,21,1.0,78.0,count,79
Monday,22,8.0,54.0,count,62
Monday,23,1.0,51.0,count,52
Tuesday,0,0.0,14.0,count,14
Tuesday,1,2.0,3.0,count,5
Tuesday,2,2.0,2.0,count,4
Tuesday,4,0.0,4.0,count,4
Tuesday,5,0.0,23.0,count,23
Tuesday,6,0.0,79.0,count,79
Tuesday,7,3.0,219.0,count,222
Tuesday,8,6.0,465.0,count,471
Tuesday,9,11.0,184.0,count,195
Tuesday,10,3.0,80.0,count,83
Tuesday,11,8.0,93.0,count,101
Tuesday,12,13.0,127.0,count,140
Tuesday,13,15.0,163.0,count,178
Tuesday,14,10.0,96.0,count,106
Tuesday,15,17.0,119.0,count,136
Tuesday,16,15.0,225.0,count,240
Tuesday,17,14.0,446.0,count,460
Tuesday,18,13.0,372.0,count,385
Tuesday,19,11.0,270.0,count,281
Tuesday,20,10.0,190.0,count,200
Tuesday,21,7.0,109.0,count,116
Tuesday,22,10.0,104.0,count,114
Tuesday,23,3.0,38.0,count,41
Wednesday,0,2.0,26.0,count,28
Wednesday,1,1.0,6.0,count,7
Wednesday,2,0.0,5.0,count,5
Wednesday,3,0.0,4.0,count,4
Wednesday,4,0.0,2.0,count,2
Wednesday,5,0.0,22.0,count,22
Wednesday,6,2.0,72.0,count,74
Wednesday,7,9.0,247.0,count,256
Wednesday,8,11.0,488.0,count,499
Wednesday,9,7.0,218.0,count,225
Wednesday,10,13.0,84.0,count,97
Wednesday,11,9.0,90.0,count,99
Wednesday,12,4.0,51.0,count,55
Wednesday,13,8.0,57.0,count,65
Wednesday,14,3.0,70.0,count,73
Wednesday,15,6.0,73.0,count,79
Wednesday,16,6.0,112.0,count,118
Wednesday,17,6.0,128.0,count,134
Wednesday,18,2.0,96.0,count,98
Wednesday,19,1.0,92.0,count,93
Wednesday,20,2.0,55.0,count,57
Wednesday,21,0.0,29.0,count,29
Wednesday,22,0.0,49.0,count,49
Wednesday,23,0.0,9.0,count,9
Thursday,0,0.0,3.0,count,3
Thursday,1,0.0,3.0,count,3
Thursday,2,1.0,1.0,count,2
Thursday,3,0.0,3.0,count,3
Thursday,4,0.0,2.0,count,2
Thursday,5,0.0,16.0,count,16
Thursday,6,1.0,88.0,count,89
Thursday,7,2.0,218.0,count,220
Thursday,8,11.0,497.0,count,508
Thursday,9,10.0,220.0,count,230
Thursday,10,6.0,84.0,count,90
Thursday,11,18.0,101.0,count,119
Thursday,12,14.0,130.0,count,144
Thursday,13,13.0,170.0,count,183
Thursday,14,24.0,132.0,count,156
Thursday,15,32.0,156.0,count,188
Thursday,16,33.0,248.0,count,281
Thursday,17,23.0,472.0,count,495
Thursday,18,22.0,399.0,count,421
Thursday,19,17.0,313.0,count,330
Thursday,20,11.0,229.0,count,240
Thursday,21,12.0,162.0,count,174
Thursday,22,12.0,121.0,count,133
Thursday,23,7.0,60.0,count,67
Friday,0,4.0,38.0,count,42
Friday,1,0.0,12.0,count,12
Friday,2,1.0,13.0,count,14
Friday,3,3.0,4.0,count,7
Friday,4,1.0,2.0,count,3
Friday,5,0.0,21.0,count,21
Friday,6,2.0,71.0,count,73
Friday,7,3.0,174.0,count,177
Friday,8,11.0,408.0,count,419
Friday,9,10.0,204.0,count,214
Friday,10,2.0,101.0,count,103
Friday,11,12.0,102.0,count,114
Friday,12,14.0,140.0,count,154
Friday,13,14.0,140.0,count,154
Friday,14,10.0,119.0,count,129
Friday,15,15.0,123.0,count,138
Friday,16,18.0,215.0,count,233
Friday,17,15.0,317.0,count,332
Friday,18,7.0,294.0,count,301
Friday,19,7.0,199.0,count,206
Friday,20,6.0,130.0,count,136
Friday,21,7.0,95.0,count,102
Friday,22,7.0,58.0,count,65
Friday,23,5.0,60.0,count,65
Saturday,0,2.0,42.0,count,44
Saturday,1,6.0,44.0,count,50
Saturday,2,6.0,32.0,count,38
Saturday,3,6.0,14.0,count,20
Saturday,4,0.0,3.0,count,3
Saturday,5,0.0,4.0,count,4
Saturday,6,0.0,5.0,count,5
Saturday,7,0.0,24.0,count,24
Saturday,8,3.0,89.0,count,92
Saturday,9,3.0,78.0,count,81
Saturday,10,14.0,135.0,count,149
Saturday,11,28.0,150.0,count,178
Saturday,12,30.0,189.0,count,219
Saturday,13,38.0,182.0,count,220
Saturday,14,52.0,179.0,count,231
Saturday,15,49.0,177.0,count,226
Saturday,16,28.0,178.0,count,206
Saturday,17,15.0,129.0,count,144
Saturday,18,21.0,122.0,count,143
Saturday,19,12.0,90.0,count,102
Saturday,20,8.0,95.0,count,103
Saturday,21,3.0,66.0,count,69
Saturday,22,4.0,62.0,count,66
Saturday,23,5.0,71.0,count,76
Sunday,0,9.0,50.0,count,59
Sunday,1,2.0,40.0,count,42
Sunday,2,5.0,38.0,count,43
Sunday,3,1.0,24.0,count,25
Sunday,4,1.0,5.0,count,6
Sunday,5,0.0,5.0,count,5
Sunday,6,1.0,7.0,count,8
Sunday,7,3.0,14.0,count,17
Sunday,8,2.0,34.0,count,36
Sunday,9,10.0,80.0,count,90
Sunday,10,11.0,115.0,count,126
Sunday,11,21.0,144.0,count,165
Sunday,12,42.0,192.0,count,234
Sunday,13,40.0,184.0,count,224
Sunday,14,25.0,163.0,count,188
Sunday,15,33.0,173.0,count,206
Sunday,16,31.0,174.0,count,205
Sunday,17,15.0,131.0,count,146
Sunday,18,7.0,113.0,count,120
Sunday,19,9.0,101.0,count,110
Sunday,20,10.0,85.0,count,95
Sunday,21,1.0,71.0,count,72
Sunday,22,2.0,58.0,count,60
Sunday,23,3.0,26.0,count,29
Monday,0,2.0,23.0,count,25
Monday,1,2.0,18.0,count,20
Monday,2,3.0,14.0,count,17
Monday,3,0.0,3.0,count,3
Monday,4,2.0,6.0,count,8
Monday,5,1.0,5.0,count,6
Monday,6,0.0,13.0,count,13
Monday,7,5.0,28.0,count,33
Monday,8,3.0,75.0,count,78
Monday,9,7.0,89.0,count,96
Monday,10,19.0,107.0,count,126
Monday,11,21.0,158.0,count,179
Monday,12,20.0,165.0,count,185
Monday,13,26.0,202.0,count,228
Monday,14,23.0,158.0,count,181
Monday,15,17.0,175.0,count,192
Monday,16,22.0,158.0,count,180
Monday,17,19.0,174.0,count,193
Monday,18,6.0,175.0,count,181
Monday,19,10.0,134.0,count,144
Monday,20,2.0,88.0,count,90
Monday,21,3.0,46.0,count,49
Monday,22,4.0,39.0,count,43
Monday,23,0.0,28.0,count,28
Tuesday,0,0.0,12.0,count,12
Tuesday,1,0.0,2.0,count,2
Tuesday,2,0.0,12.0,count,12
Tuesday,4,0.0,2.0,count,2
Tuesday,5,0.0,13.0,count,13
Tuesday,6,0.0,57.0,count,57
Tuesday,7,5.0,121.0,count,126
Tuesday,8,3.0,90.0,count,93
Tuesday,9,7.0,61.0,count,68
Tuesday,10,1.0,61.0,count,62
Tuesday,11,2.0,73.0,count,75
Tuesday,12,3.0,83.0,count,86
Tuesday,13,8.0,95.0,count,103
Tuesday,14,12.0,120.0,count,132
Tuesday,15,6.0,123.0,count,129
Tuesday,16,14.0,205.0,count,219
Tuesday,17,20.0,442.0,count,462
Tuesday,18,12.0,451.0,count,463
Tuesday,19,11.0,297.0,count,308
Tuesday,20,11.0,169.0,count,180
Tuesday,21,6.0,174.0,count,180
Tuesday,22,5.0,85.0,count,90
Tuesday,23,1.0,60.0,count,61
Wednesday,0,3.0,14.0,count,17
Wednesday,1,0.0,10.0,count,10
Wednesday,2,1.0,1.0,count,2
Wednesday,3,1.0,3.0,count,4
Wednesday,4,0.0,1.0,count,1
Wednesday,5,0.0,29.0,count,29
Wednesday,6,0.0,88.0,count,88
Wednesday,7,1.0,262.0,count,263
Wednesday,8,15.0,474.0,count,489
Wednesday,9,6.0,196.0,count,202
Wednesday,10,5.0,88.0,count,93
Wednesday,11,4.0,110.0,count,114
Wednesday,12,6.0,155.0,count,161
Wednesday,13,6.0,124.0,count,130
Wednesday,14,7.0,98.0,count,105
Wednesday,15,8.0,122.0,count,130
Wednesday,16,13.0,163.0,count,176
Wednesday,17,8.0,338.0,count,346
Wednesday,18,8.0,347.0,count,355
Wednesday,19,5.0,251.0,count,256
Wednesday,20,1.0,164.0,count,165
Wednesday,21,5.0,119.0,count,124
Wednesday,22,4.0,74.0,count,78
Wednesday,23,2.0,36.0,count,38
Thursday,0,0.0,16.0,count,16
Thursday,1,0.0,5.0,count,5
Thursday,2,0.0,3.0,count,3
Thursday,3,0.0,4.0,count,4
Thursday,4,0.0,1.0,count,1
Thursday,5,0.0,19.0,count,19
Thursday,6,0.0,86.0,count,86
Thursday,7,2.0,204.0,count,206
Thursday,8,9.0,414.0,count,423
Thursday,9,6.0,204.0,count,210
Thursday,10,10.0,98.0,count,108
Thursday,11,6.0,93.0,count,99
Thursday,12,5.0,106.0,count,111
Thursday,13,6.0,118.0,count,124
Thursday,14,15.0,104.0,count,119
Thursday,15,9.0,118.0,count,127
Thursday,16,8.0,185.0,count,193
Thursday,17,21.0,364.0,count,385
Thursday,18,16.0,345.0,count,361
Thursday,19,5.0,229.0,count,234
Thursday,20,7.0,184.0,count,191
Thursday,21,4.0,117.0,count,121
Thursday,22,0.0,90.0,count,90
Thursday,23,1.0,55.0,count,56
Friday,0,,,count,28
Friday,1,,,count,17
Friday,2,,,count,10
Friday,3,,,count,7
Friday,4,,,count,5
Friday,5,,,count,15
Friday,6,,,count,78
Friday,7,,,count,186
Friday,8,,,count,393
Friday,9,,,count,242
Friday,10,,,count,95
Friday,11,,,count,107
Friday,12,,,count,128
Friday,13,,,count,151
Friday,14,,,count,108
Friday,15,,,count,108
Friday,16,,,count,123
Friday,17,,,count,193
Friday,18,,,count,162
Friday,19,,,count,119
Friday,20,,,count,71
Friday,21,,,count,52
Friday,22,,,count,58
Friday,23,,,count,23
Saturday,0,,,count,20
Saturday,1,,,count,18
Saturday,2,,,count,9
Saturday,3,,,count,3
Saturday,4,,,count,2
Saturday,5,,,count,3
Saturday,6,,,count,4
Saturday,7,,,count,7
Saturday,8,,,count,35
Saturday,9,,,count,51
Saturday,10,,,count,34
Saturday,11,,,count,73
Saturday,12,,,count,87
Saturday,13,,,count,79
Saturday,14,,,count,45
Saturday,15,,,count,51
Saturday,16,,,count,62
Saturday,17,,,count,57
Saturday,18,,,count,62
Saturday,19,,,count,47
Saturday,20,,,count,34
Saturday,21,,,count,44
Saturday,22,,,count,32
Saturday,23,,,count,22
Sunday,0,,,count,31
Sunday,1,,,count,27
Sunday,2,,,count,24
Sunday,3,,,count,12
Sunday,4,,,count,3
Sunday,5,,,count,4
Sunday,6,,,count,9
Sunday,7,,,count,17
Sunday,8,,,count,40
Sunday,9,,,count,64
Sunday,10,,,count,85
Sunday,11,,,count,56
Sunday,12,,,count,84
Sunday,13,,,count,75
Sunday,14,,,count,66
Sunday,15,,,count,66
Sunday,16,,,count,60
Sunday,17,,,count,53
Sunday,18,,,count,35
Sunday,19,,,count,30
Sunday,20,,,count,20
Sunday,21,,,count,16
Sunday,22,,,count,17
Sunday,23,,,count,12
Monday,0,,,count,8
Monday,1,,,count,5
Monday,2,,,count,4
Monday,3,,,count,2
Monday,4,,,count,2
Monday,5,,,count,7
Monday,6,,,count,36
Monday,7,,,count,69
Monday,8,,,count,133
Monday,9,,,count,102
Monday,10,,,count,39
Monday,11,,,count,39
Monday,12,,,count,49
Monday,13,,,count,31
Monday,14,,,count,26
Monday,15,,,count,35
Monday,16,,,count,61
Monday,17,,,count,115
Monday,18,,,count,119
Monday,19,,,count,101
Monday,20,,,count,59
Monday,21,,,count,42
Monday,22,,,count,29
Monday,23,,,count,20
Tuesday,0,,,count,10
Tuesday,1,,,count,7
Tuesday,2,,,count,6
Tuesday,3,,,count,4
Tuesday,4,,,count,2
Tuesday,5,,,count,9
Tuesday,6,,,count,56
Tuesday,7,,,count,160
Tuesday,8,,,count,297
Tuesday,9,,,count,153
Tuesday,10,,,count,66
Tuesday,11,,,count,71
Tuesday,12,,,count,77
Tuesday,13,,,count,75
Tuesday,14,,,count,74
Tuesday,15,,,count,101
Tuesday,16,,,count,158
Tuesday,17,,,count,347
Tuesday,18,,,count,341
Tuesday,19,,,count,282
Tuesday,20,,,count,124
Tuesday,21,,,count,107
Tuesday,22,,,count,67
Tuesday,23,,,count,44
Wednesday,0,,,count,11
Wednesday,1,,,count,9
Wednesday,2,,,count,6
Wednesday,3,,,count,4
Wednesday,4,,,count,3
Wednesday,5,,,count,11
Wednesday,6,,,count,49
Wednesday,7,,,count,135
Wednesday,8,,,count,265
Wednesday,9,,,count,126
Wednesday,10,,,count,53
Wednesday,11,,,count,69
Wednesday,12,,,count,103
Wednesday,13,,,count,100
Wednesday,14,,,count,89
Wednesday,15,,,count,106
Wednesday,16,,,count,129
Wednesday,17,,,count,270
Wednesday,18,,,count,217
Wednesday,19,,,count,183
Wednesday,20,,,count,125
Wednesday,21,,,count,85
Wednesday,22,,,count,67
Wednesday,23,,,count,33
Thursday,0,,,count,16
Thursday,1,,,count,9
Thursday,2,,,count,6
Thursday,3,,,count,5
Thursday,4,,,count,4
Thursday,5,,,count,14
Thursday,6,,,count,58
Thursday,7,,,count,164
Thursday,8,,,count,304
Thursday,9,,,count,151
Thursday,10,,,count,62
Thursday,11,,,count,61
Thursday,12,,,count,86
Thursday,13,,,count,101
Thursday,14,,,count,91
Thursday,15,,,count,102
Thursday,16,,,count,140
Thursday,17,,,count,270
Thursday,18,,,count,270
Thursday,19,,,count,193
Thursday,20,,,count,135
Thursday,21,,,count,108
Thursday,22,,,count,93
Thursday,23,,,count,54
Friday,0,,,count,32
Friday,1,,,count,17
Friday,2,,,count,11
Friday,3,,,count,7
Friday,4,,,count,4
Friday,5,,,count,19
Friday,6,,,count,71
Friday,7,,,count,192
Friday,8,,,count,277
Friday,9,,,count,153
Friday,10,,,count,61
Friday,11,,,count,121
Friday,12,,,count,159
Friday,13,,,count,213
Friday,14,,,count,193
Friday,15,,,count,208
Friday,16,,,count,254
Friday,17,,,count,377
Friday,18,,,count,308
Friday,19,,,count,201
Friday,20,,,count,129
Friday,21,,,count,99
Friday,22,,,count,89
Friday,23,,,count,61
Saturday,0,,,count,49
Saturday,1,,,count,40
Saturday,2,,,count,26
Saturday,3,,,count,14
Saturday,4,,,count,7
Saturday,5,,,count,7
Saturday,6,,,count,16
Saturday,7,,,count,28
Saturday,8,,,count,59
Saturday,9,,,count,96
Saturday,10,,,count,126
Saturday,11,,,count,173
Saturday,12,,,count,164
Saturday,13,,,count,193
Saturday,14,,,count,225
Saturday,15,,,count,250
Saturday,16,,,count,243
Saturday,17,,,count,214
Saturday,18,,,count,201
Saturday,19,,,count,141
Saturday,20,,,count,118
Saturday,21,,,count,79
Saturday,22,,,count,73
Saturday,23,,,count,55
Sunday,0,,,count,49
Sunday,1,,,count,39
Sunday,2,,,count,30
Sunday,3,,,count,16
Sunday,4,,,count,7
Sunday,5,,,count,7
Sunday,6,,,count,11
Sunday,7,,,count,19
Sunday,8,,,count,41
Sunday,9,,,count,68
Sunday,10,,,count,119
Sunday,11,,,count,154
Sunday,12,,,count,208
Sunday,13,,,count,207
Sunday,14,,,count,195
Sunday,15,,,count,215
Sunday,16,,,count,197
Sunday,17,,,count,169
Sunday,18,,,count,138
Sunday,19,,,count,114
Sunday,20,,,count,83
Sunday,21,,,count,60
Sunday,22,,,count,48
Sunday,23,,,count,33
Monday,0,,,count,12
Monday,1,,,count,7
Monday,2,,,count,5
Monday,3,,,count,3
Monday,4,,,count,2
Monday,5,,,count,7
Monday,6,,,count,33
Monday,7,,,count,100
Monday,8,,,count,192
Monday,9,,,count,88
Monday,10,,,count,44
Monday,11,,,count,50
Monday,12,,,count,75
Monday,13,,,count,80
Monday,14,,,count,69
Monday,15,,,count,77
Monday,16,,,count,110
Monday,17,,,count,220
Monday,18,,,count,193
Monday,19,,,count,133
Monday,20,,,count,88
Monday,21,,,count,64
Monday,22,,,count,45
Monday,23,,,count,24
Tuesday,0,,,count,13
Tuesday,1,,,count,8
Tuesday,2,,,count,6
Tuesday,3,,,count,5
Tuesday,4,,,count,4
Tuesday,5,,,count,12
Tuesday,6,,,count,51
Tuesday,7,,,count,136
Tuesday,8,,,count,272
Tuesday,9,,,count,144
Tuesday,10,,,count,70
Tuesday,11,,,count,106
Tuesday,12,,,count,134
Tuesday,13,,,count,158
Tuesday,14,,,count,154
Tuesday,15,,,count,177
Tuesday,16,,,count,272
Tuesday,17,,,count,516
Tuesday,18,,,count,489
Tuesday,19,,,count,288
Tuesday,20,,,count,155
Tuesday,21,,,count,136
Tuesday,22,,,count,99
Tuesday,23,,,count,58
Wednesday,0,0.0,31.0,count,31
Wednesday,1,0.0,4.0,count,4
Wednesday,2,1.0,6.0,count,7
Wednesday,3,0.0,3.0,count,3
Wednesday,4,0.0,1.0,count,1
Wednesday,5,0.0,18.0,count,18
Wednesday,6,0.0,67.0,count,67
Wednesday,7,7.0,201.0,count,208
Wednesday,8,15.0,505.0,count,520
Wednesday,9,9.0,267.0,count,276
Wednesday,10,9.0,124.0,count,133
Wednesday,11,27.0,116.0,count,143
Wednesday,12,26.0,153.0,count,179
Wednesday,13,12.0,174.0,count,186
Wednesday,14,33.0,159.0,count,192
Wednesday,15,25.0,169.0,count,194
Wednesday,16,22.0,261.0,count,283
Wednesday,17,31.0,508.0,count,539
Wednesday,18,12.0,514.0,count,526
Wednesday,19,20.0,315.0,count,335
Wednesday,20,10.0,254.0,count,264
Wednesday,21,16.0,217.0,count,233
Wednesday,22,7.0,133.0,count,140
Wednesday,23,22.0,75.0,count,97
Thursday,0,7.0,24.0,count,31
Thursday,1,3.0,14.0,count,17
Thursday,2,2.0,7.0,count,9
Thursday,3,0.0,2.0,count,2
Thursday,4,0.0,1.0,count,1
Thursday,5,0.0,19.0,count,19
Thursday,6,1.0,73.0,count,74
Thursday,7,4.0,201.0,count,205
Thursday,8,9.0,436.0,count,445
Thursday,9,15.0,213.0,count,228
Thursday,10,6.0,72.0,count,78
Thursday,11,6.0,99.0,count,105
Thursday,12,8.0,140.0,count,148
Thursday,13,13.0,124.0,count,137
Thursday,14,12.0,129.0,count,141
Thursday,15,24.0,150.0,count,174
Thursday,16,18.0,211.0,count,229
Thursday,17,13.0,437.0,count,450
Thursday,18,17.0,393.0,count,410
Thursday,19,16.0,311.0,count,327
Thursday,20,9.0,204.0,count,213
Thursday,21,4.0,144.0,count,148
Thursday,22,3.0,106.0,count,109
Thursday,23,0.0,61.0,count,61
Friday,0,1.0,37.0,count,38
Friday,1,3.0,19.0,count,22
Friday,2,0.0,6.0,count,6
Friday,3,0.0,4.0,count,4
Friday,4,0.0,2.0,count,2
Friday,5,0.0,17.0,count,17
Friday,6,0.0,88.0,count,88
Friday,7,10.0,216.0,count,226
Friday,8,12.0,429.0,count,441
Friday,9,18.0,252.0,count,270
Friday,10,15.0,114.0,count,129
Friday,11,15.0,149.0,count,164
Friday,12,25.0,191.0,count,216
Friday,13,25.0,173.0,count,198
Friday,14,22.0,148.0,count,170
Friday,15,48.0,168.0,count,216
Friday,16,36.0,275.0,count,311
Friday,17,30.0,458.0,count,488
Friday,18,17.0,368.0,count,385
Friday,19,11.0,256.0,count,267
Friday,20,8.0,155.0,count,163
Friday,21,8.0,126.0,count,134
Friday,22,3.0,116.0,count,119
Friday,23,3.0,74.0,count,77
Saturday,0,10.0,76.0,count,86
Saturday,1,0.0,43.0,count,43
Saturday,2,6.0,38.0,count,44
Saturday,3,1.0,17.0,count,18
Saturday,4,1.0,5.0,count,6
Saturday,5,1.0,3.0,count,4
Saturday,6,1.0,4.0,count,5
Saturday,7,1.0,27.0,count,28
Saturday,8,4.0,86.0,count,90
Saturday,9,16.0,141.0,count,157
Saturday,10,31.0,193.0,count,224
Saturday,11,46.0,224.0,count,270
Saturday,12,40.0,260.0,count,300
Saturday,13,58.0,244.0,count,302
Saturday,14,47.0,229.0,count,276
Saturday,15,61.0,244.0,count,305
Saturday,16,20.0,123.0,count,143
Saturday,17,13.0,54.0,count,67
Saturday,18,6.0,58.0,count,64
Saturday,19,5.0,75.0,count,80
Saturday,20,4.0,73.0,count,77
Saturday,21,4.0,74.0,count,78
Saturday,22,4.0,91.0,count,95
Saturday,23,4.0,66.0,count,70
Sunday,0,3.0,58.0,count,61
Sunday,1,5.0,46.0,count,51
Sunday,2,4.0,59.0,count,63
Sunday,3,4.0,13.0,count,17
Sunday,4,0.0,9.0,count,9
Sunday,5,0.0,4.0,count,4
Sunday,6,0.0,4.0,count,4
Sunday,7,0.0,16.0,count,16
Sunday,8,4.0,58.0,count,62
Sunday,9,9.0,83.0,count,92
Sunday,10,10.0,138.0,count,148
Sunday,11,22.0,160.0,count,182
Sunday,12,25.0,223.0,count,248
Sunday,13,33.0,241.0,count,274
Sunday,14,40.0,203.0,count,243
Sunday,15,55.0,217.0,count,272
Sunday,16,35.0,261.0,count,296
Sunday,17,31.0,275.0,count,306
Sunday,18,10.0,171.0,count,181
Sunday,19,6.0,63.0,count,69
Sunday,20,3.0,47.0,count,50
Sunday,21,6.0,60.0,count,66
Sunday,22,9.0,182.0,count,191
Sunday,23,4.0,38.0,count,42
Monday,0,7.0,14.0,count,21
Monday,1,0.0,6.0,count,6
Monday,2,0.0,3.0,count,3
Monday,4,0.0,2.0,count,2
Monday,5,0.0,17.0,count,17
Monday,6,0.0,72.0,count,72
Monday,7,5.0,229.0,count,234
Monday,8,10.0,434.0,count,444
Monday,9,8.0,269.0,count,277
Monday,10,20.0,96.0,count,116
Monday,11,12.0,104.0,count,116
Monday,12,19.0,131.0,count,150
Monday,13,17.0,124.0,count,141
Monday,14,14.0,126.0,count,140
Monday,15,25.0,146.0,count,171
Monday,16,13.0,215.0,count,228
Monday,17,13.0,417.0,count,430
Monday,18,11.0,426.0,count,437
Monday,19,7.0,284.0,count,291
Monday,20,7.0,194.0,count,201
Monday,21,11.0,143.0,count,154
Monday,22,4.0,83.0,count,87
Monday,23,3.0,43.0,count,46
Tuesday,0,1.0,22.0,count,23
Tuesday,1,8.0,6.0,count,14
Tuesday,2,0.0,4.0,count,4
Tuesday,3,1.0,1.0,count,2
Tuesday,4,0.0,3.0,count,3
Tuesday,5,0.0,15.0,count,15
Tuesday,6,2.0,98.0,count,100
Tuesday,7,6.0,293.0,count,299
Tuesday,8,7.0,522.0,count,529
Tuesday,9,11.0,278.0,count,289
Tuesday,10,12.0,104.0,count,116
Tuesday,11,9.0,120.0,count,129
Tuesday,12,9.0,163.0,count,172
Tuesday,13,15.0,169.0,count,184
Tuesday,14,11.0,127.0,count,138
Tuesday,15,13.0,133.0,count,146
Tuesday,16,19.0,257.0,count,276
Tuesday,17,15.0,494.0,count,509
Tuesday,18,10.0,508.0,count,518
Tuesday,19,11.0,327.0,count,338
Tuesday,20,6.0,206.0,count,212
Tuesday,21,20.0,170.0,count,190
Tuesday,22,11.0,107.0,count,118
Tuesday,23,2.0,49.0,count,51
Wednesday,0,2.0,21.0,count,23
Wednesday,1,1.0,9.0,count,10
Wednesday,2,0.0,1.0,count,1
Wednesday,3,0.0,1.0,count,1
Wednesday,4,0.0,1.0,count,1
Wednesday,5,0.0,20.0,count,20
Wednesday,6,3.0,95.0,count,98
Wednesday,7,5.0,276.0,count,281
Wednesday,8,13.0,495.0,count,508
Wednesday,9,8.0,245.0,count,253
Wednesday,10,1.0,107.0,count,108
Wednesday,11,5.0,97.0,count,102
Wednesday,12,14.0,124.0,count,138
Wednesday,13,15.0,111.0,count,126
Wednesday,14,8.0,100.0,count,108
Wednesday,15,5.0,49.0,count,54
Wednesday,16,2.0,73.0,count,75
Wednesday,17,8.0,147.0,count,155
Wednesday,18,4.0,163.0,count,167
Wednesday,19,3.0,158.0,count,161
Wednesday,20,3.0,122.0,count,125
Wednesday,21,3.0,126.0,count,129
Wednesday,22,3.0,95.0,count,98
Wednesday,23,3.0,57.0,count,60
Thursday,0,3.0,23.0,count,26
Thursday,1,2.0,10.0,count,12
Thursday,2,0.0,2.0,count,2
Thursday,3,0.0,4.0,count,4
Thursday,4,0.0,1.0,count,1
Thursday,5,0.0,18.0,count,18
Thursday,6,1.0,75.0,count,76
Thursday,7,4.0,263.0,count,267
Thursday,8,11.0,473.0,count,484
Thursday,9,9.0,229.0,count,238
Thursday,10,7.0,90.0,count,97
Thursday,11,4.0,95.0,count,99
Thursday,12,10.0,148.0,count,158
Thursday,13,10.0,144.0,count,154
Thursday,14,18.0,126.0,count,144
Thursday,15,14.0,120.0,count,134
Thursday,16,15.0,223.0,count,238
Thursday,17,12.0,387.0,count,399
Thursday,18,13.0,404.0,count,417
Thursday,19,8.0,287.0,count,295
Thursday,20,2.0,197.0,count,199
Thursday,21,8.0,169.0,count,177
Thursday,22,3.0,104.0,count,107
Thursday,23,9.0,75.0,count,84
Friday,0,4.0,39.0,count,43
Friday,1,2.0,11.0,count,13
Friday,2,7.0,9.0,count,16
Friday,3,0.0,5.0,count,5
Friday,4,0.0,2.0,count,2
Friday,5,0.0,17.0,count,17
Friday,6,3.0,61.0,count,64
Friday,7,5.0,225.0,count,230
Friday,8,1.0,447.0,count,448
Friday,9,10.0,265.0,count,275
Friday,10,5.0,119.0,count,124
Friday,11,19.0,134.0,count,153
Friday,12,8.0,168.0,count,176
Friday,13,22.0,170.0,count,192
Friday,14,8.0,138.0,count,146
Friday,15,27.0,164.0,count,191
Friday,16,28.0,240.0,count,268
Friday,17,15.0,381.0,count,396
Friday,18,14.0,345.0,count,359
Friday,19,16.0,246.0,count,262
Friday,20,7.0,144.0,count,151
Friday,21,14.0,108.0,count,122
Friday,22,11.0,102.0,count,113
Friday,23,1.0,64.0,count,65
Saturday,0,3.0,50.0,count,53
Saturday,1,2.0,43.0,count,45
Saturday,2,2.0,24.0,count,26
Saturday,3,0.0,9.0,count,9
Saturday,4,0.0,4.0,count,4
Saturday,5,0.0,2.0,count,2
Saturday,6,1.0,8.0,count,9
Saturday,7,0.0,19.0,count,19
Saturday,8,1.0,77.0,count,78
Saturday,9,5.0,85.0,count,90
Saturday,10,23.0,143.0,count,166
Saturday,11,26.0,157.0,count,183
Saturday,12,25.0,196.0,count,221
Saturday,13,18.0,217.0,count,235
Saturday,14,38.0,205.0,count,243
Saturday,15,12.0,112.0,count,124
Saturday,16,12.0,134.0,count,146
Saturday,17,13.0,131.0,count,144
Saturday,18,3.0,105.0,count,108
Saturday,19,2.0,85.0,count,87
Saturday,20,1.0,62.0,count,63
Saturday,21,5.0,43.0,count,48
Saturday,22,0.0,46.0,count,46
Saturday,23,0.0,20.0,count,20
Sunday,0,0.0,21.0,count,21
Sunday,1,0.0,24.0,count,24
Sunday,2,1.0,26.0,count,27
Sunday,3,0.0,14.0,count,14
Sunday,4,0.0,1.0,count,1
Sunday,5,0.0,3.0,count,3
Sunday,6,0.0,2.0,count,2
Sunday,7,0.0,18.0,count,18
Sunday,8,0.0,26.0,count,26
Sunday,9,3.0,60.0,count,63
Sunday,10,8.0,83.0,count,91
Sunday,11,3.0,121.0,count,124
Sunday,12,7.0,133.0,count,140
Sunday,13,10.0,128.0,count,138
Sunday,14,9.0,102.0,count,111
Sunday,15,5.0,150.0,count,155
Sunday,16,16.0,148.0,count,164
Sunday,17,4.0,83.0,count,87
Sunday,18,4.0,92.0,count,96
Sunday,19,2.0,78.0,count,80
Sunday,20,1.0,56.0,count,57
Sunday,21,0.0,36.0,count,36
Sunday,22,0.0,28.0,count,28
Sunday,23,0.0,23.0,count,23
